Date,Price,Stock
2004-10-18,53.67,CL1 Comdty
2004-10-19,53.29,CL1 Comdty
2004-10-20,54.92,CL1 Comdty
2004-10-21,54.47,CL1 Comdty
2004-10-22,55.17,CL1 Comdty
2004-10-25,54.54,CL1 Comdty
2004-10-26,55.17,CL1 Comdty
2004-10-27,52.46,CL1 Comdty
2004-10-28,50.92,CL1 Comdty
2004-10-29,51.76,CL1 Comdty
2004-11-01,50.13,CL1 Comdty
2004-11-02,49.62,CL1 Comdty
2004-11-03,50.88,CL1 Comdty
2004-11-04,48.82,CL1 Comdty
2004-11-05,49.61,CL1 Comdty
2004-11-08,49.09,CL1 Comdty
2004-11-09,47.37,CL1 Comdty
2004-11-10,48.86,CL1 Comdty
2004-11-11,47.42,CL1 Comdty
2004-11-12,47.32,CL1 Comdty
2004-11-15,46.87,CL1 Comdty
2004-11-16,46.11,CL1 Comdty
2004-11-17,46.84,CL1 Comdty
2004-11-18,46.22,CL1 Comdty
2004-11-19,48.44,CL1 Comdty
2004-11-22,48.64,CL1 Comdty
2004-11-23,48.94,CL1 Comdty
2004-11-24,49.44,CL1 Comdty
2004-11-29,49.76,CL1 Comdty
2004-11-30,49.13,CL1 Comdty
2004-12-01,45.49,CL1 Comdty
2004-12-02,43.25,CL1 Comdty
2004-12-03,42.54,CL1 Comdty
2004-12-06,42.98,CL1 Comdty
2004-12-07,41.46,CL1 Comdty
2004-12-08,41.94,CL1 Comdty
2004-12-09,42.53,CL1 Comdty
2004-12-10,40.71,CL1 Comdty
2004-12-13,41.01,CL1 Comdty
2004-12-14,41.82,CL1 Comdty
2004-12-15,44.19,CL1 Comdty
2004-12-16,44.18,CL1 Comdty
2004-12-17,46.28,CL1 Comdty
2004-12-20,45.64,CL1 Comdty
2004-12-21,45.76,CL1 Comdty
2004-12-22,44.24,CL1 Comdty
2004-12-23,44.18,CL1 Comdty
2004-12-27,41.32,CL1 Comdty
2004-12-28,41.77,CL1 Comdty
2004-12-29,43.64,CL1 Comdty
2004-12-30,43.45,CL1 Comdty
2005-01-03,42.12,CL1 Comdty
2005-01-04,43.91,CL1 Comdty
2005-01-05,43.39,CL1 Comdty
2005-01-06,45.56,CL1 Comdty
2005-01-07,45.43,CL1 Comdty
2005-01-10,45.33,CL1 Comdty
2005-01-11,45.68,CL1 Comdty
2005-01-12,46.37,CL1 Comdty
2005-01-13,48.04,CL1 Comdty
2005-01-14,48.38,CL1 Comdty
2005-01-18,48.38,CL1 Comdty
2005-01-19,47.55,CL1 Comdty
2005-01-20,46.91,CL1 Comdty
2005-01-21,48.53,CL1 Comdty
2005-01-24,48.81,CL1 Comdty
2005-01-25,49.64,CL1 Comdty
2005-01-26,48.78,CL1 Comdty
2005-01-27,48.84,CL1 Comdty
2005-01-28,47.18,CL1 Comdty
2005-01-31,48.2,CL1 Comdty
2005-02-01,47.12,CL1 Comdty
2005-02-02,46.69,CL1 Comdty
2005-02-03,46.45,CL1 Comdty
2005-02-04,46.48,CL1 Comdty
2005-02-07,45.28,CL1 Comdty
2005-02-08,45.4,CL1 Comdty
2005-02-09,45.46,CL1 Comdty
2005-02-10,47.1,CL1 Comdty
2005-02-11,47.16,CL1 Comdty
2005-02-14,47.44,CL1 Comdty
2005-02-15,47.26,CL1 Comdty
2005-02-16,48.33,CL1 Comdty
2005-02-17,47.54,CL1 Comdty
2005-02-18,48.35,CL1 Comdty
2005-02-22,51.15,CL1 Comdty
2005-02-23,51.17,CL1 Comdty
2005-02-24,51.39,CL1 Comdty
2005-02-25,51.49,CL1 Comdty
2005-02-28,51.75,CL1 Comdty
2005-03-01,51.68,CL1 Comdty
2005-03-02,53.05,CL1 Comdty
2005-03-03,53.57,CL1 Comdty
2005-03-04,53.78,CL1 Comdty
2005-03-07,53.89,CL1 Comdty
2005-03-08,54.59,CL1 Comdty
2005-03-09,54.77,CL1 Comdty
2005-03-10,53.54,CL1 Comdty
2005-03-11,54.43,CL1 Comdty
2005-03-14,54.95,CL1 Comdty
2005-03-15,55.05,CL1 Comdty
2005-03-16,56.46,CL1 Comdty
2005-03-17,56.4,CL1 Comdty
2005-03-18,56.72,CL1 Comdty
2005-03-21,56.62,CL1 Comdty
2005-03-22,56.03,CL1 Comdty
2005-03-23,53.81,CL1 Comdty
2005-03-24,54.84,CL1 Comdty
2005-03-28,54.05,CL1 Comdty
2005-03-29,54.23,CL1 Comdty
2005-03-30,53.99,CL1 Comdty
2005-03-31,55.4,CL1 Comdty
2005-04-01,57.27,CL1 Comdty
2005-04-04,57.01,CL1 Comdty
2005-04-05,56.04,CL1 Comdty
2005-04-06,55.85,CL1 Comdty
2005-04-07,54.11,CL1 Comdty
2005-04-08,53.32,CL1 Comdty
2005-04-11,53.71,CL1 Comdty
2005-04-12,51.86,CL1 Comdty
2005-04-13,50.22,CL1 Comdty
2005-04-14,51.13,CL1 Comdty
2005-04-15,50.49,CL1 Comdty
2005-04-18,50.37,CL1 Comdty
2005-04-19,52.29,CL1 Comdty
2005-04-20,52.44,CL1 Comdty
2005-04-21,54.2,CL1 Comdty
2005-04-22,55.39,CL1 Comdty
2005-04-25,54.57,CL1 Comdty
2005-04-26,54.2,CL1 Comdty
2005-04-27,51.61,CL1 Comdty
2005-04-28,51.77,CL1 Comdty
2005-04-29,49.72,CL1 Comdty
2005-05-02,50.92,CL1 Comdty
2005-05-03,49.5,CL1 Comdty
2005-05-04,50.13,CL1 Comdty
2005-05-05,50.83,CL1 Comdty
2005-05-06,50.96,CL1 Comdty
2005-05-09,52.03,CL1 Comdty
2005-05-10,52.07,CL1 Comdty
2005-05-11,50.45,CL1 Comdty
2005-05-12,48.54,CL1 Comdty
2005-05-13,48.67,CL1 Comdty
2005-05-16,48.61,CL1 Comdty
2005-05-17,48.97,CL1 Comdty
2005-05-18,47.25,CL1 Comdty
2005-05-19,46.92,CL1 Comdty
2005-05-20,46.8,CL1 Comdty
2005-05-23,49.16,CL1 Comdty
2005-05-24,49.67,CL1 Comdty
2005-05-25,50.98,CL1 Comdty
2005-05-26,51.01,CL1 Comdty
2005-05-27,51.85,CL1 Comdty
2005-05-31,51.97,CL1 Comdty
2005-06-01,54.6,CL1 Comdty
2005-06-02,53.63,CL1 Comdty
2005-06-03,55.03,CL1 Comdty
2005-06-06,54.49,CL1 Comdty
2005-06-07,53.76,CL1 Comdty
2005-06-08,52.54,CL1 Comdty
2005-06-09,54.28,CL1 Comdty
2005-06-10,53.54,CL1 Comdty
2005-06-13,55.62,CL1 Comdty
2005-06-14,55,CL1 Comdty
2005-06-15,55.57,CL1 Comdty
2005-06-16,56.58,CL1 Comdty
2005-06-17,58.47,CL1 Comdty
2005-06-20,59.37,CL1 Comdty
2005-06-21,58.9,CL1 Comdty
2005-06-22,58.09,CL1 Comdty
2005-06-23,59.42,CL1 Comdty
2005-06-24,59.84,CL1 Comdty
2005-06-27,60.54,CL1 Comdty
2005-06-28,58.2,CL1 Comdty
2005-06-29,57.26,CL1 Comdty
2005-06-30,56.5,CL1 Comdty
2005-07-01,58.75,CL1 Comdty
2005-07-05,59.59,CL1 Comdty
2005-07-06,61.28,CL1 Comdty
2005-07-07,60.73,CL1 Comdty
2005-07-08,59.63,CL1 Comdty
2005-07-11,58.92,CL1 Comdty
2005-07-12,60.62,CL1 Comdty
2005-07-13,60.01,CL1 Comdty
2005-07-14,57.8,CL1 Comdty
2005-07-15,58.09,CL1 Comdty
2005-07-18,57.32,CL1 Comdty
2005-07-19,57.46,CL1 Comdty
2005-07-20,56.72,CL1 Comdty
2005-07-21,57.13,CL1 Comdty
2005-07-22,58.65,CL1 Comdty
2005-07-25,59,CL1 Comdty
2005-07-26,59.2,CL1 Comdty
2005-07-27,59.11,CL1 Comdty
2005-07-28,59.94,CL1 Comdty
2005-07-29,60.57,CL1 Comdty
2005-08-01,61.57,CL1 Comdty
2005-08-02,61.89,CL1 Comdty
2005-08-03,60.86,CL1 Comdty
2005-08-04,61.38,CL1 Comdty
2005-08-05,62.31,CL1 Comdty
2005-08-08,63.94,CL1 Comdty
2005-08-09,63.07,CL1 Comdty
2005-08-10,64.9,CL1 Comdty
2005-08-11,65.8,CL1 Comdty
2005-08-12,66.86,CL1 Comdty
2005-08-15,66.27,CL1 Comdty
2005-08-16,66.08,CL1 Comdty
2005-08-17,63.25,CL1 Comdty
2005-08-18,63.27,CL1 Comdty
2005-08-19,65.35,CL1 Comdty
2005-08-22,65.45,CL1 Comdty
2005-08-23,65.71,CL1 Comdty
2005-08-24,67.32,CL1 Comdty
2005-08-25,67.49,CL1 Comdty
2005-08-26,66.13,CL1 Comdty
2005-08-29,67.2,CL1 Comdty
2005-08-30,69.81,CL1 Comdty
2005-08-31,68.94,CL1 Comdty
2005-09-01,69.47,CL1 Comdty
2005-09-02,67.57,CL1 Comdty
2005-09-06,65.96,CL1 Comdty
2005-09-07,64.37,CL1 Comdty
2005-09-08,64.49,CL1 Comdty
2005-09-09,64.08,CL1 Comdty
2005-09-12,63.34,CL1 Comdty
2005-09-13,63.11,CL1 Comdty
2005-09-14,65.09,CL1 Comdty
2005-09-15,64.75,CL1 Comdty
2005-09-16,63,CL1 Comdty
2005-09-19,67.39,CL1 Comdty
2005-09-20,66.23,CL1 Comdty
2005-09-21,66.8,CL1 Comdty
2005-09-22,66.5,CL1 Comdty
2005-09-23,64.19,CL1 Comdty
2005-09-26,65.82,CL1 Comdty
2005-09-27,65.07,CL1 Comdty
2005-09-28,66.35,CL1 Comdty
2005-09-29,66.79,CL1 Comdty
2005-09-30,66.24,CL1 Comdty
2005-10-03,65.47,CL1 Comdty
2005-10-04,63.9,CL1 Comdty
2005-10-05,62.79,CL1 Comdty
2005-10-06,61.36,CL1 Comdty
2005-10-07,61.84,CL1 Comdty
2005-10-10,61.8,CL1 Comdty
2005-10-11,63.53,CL1 Comdty
2005-10-12,64.12,CL1 Comdty
2005-10-13,63.08,CL1 Comdty
2005-10-14,62.63,CL1 Comdty
2005-10-17,64.36,CL1 Comdty
2005-10-18,63.2,CL1 Comdty
2005-10-19,62.41,CL1 Comdty
2005-10-20,61.03,CL1 Comdty
2005-10-21,60.63,CL1 Comdty
2005-10-24,60.32,CL1 Comdty
2005-10-25,62.44,CL1 Comdty
2005-10-26,60.66,CL1 Comdty
2005-10-27,61.09,CL1 Comdty
2005-10-28,61.22,CL1 Comdty
2005-10-31,59.76,CL1 Comdty
2005-11-01,59.85,CL1 Comdty
2005-11-02,59.75,CL1 Comdty
2005-11-03,61.78,CL1 Comdty
2005-11-04,60.58,CL1 Comdty
2005-11-07,59.47,CL1 Comdty
2005-11-08,59.71,CL1 Comdty
2005-11-09,58.93,CL1 Comdty
2005-11-10,57.8,CL1 Comdty
2005-11-11,57.53,CL1 Comdty
2005-11-14,57.69,CL1 Comdty
2005-11-15,56.98,CL1 Comdty
2005-11-16,57.88,CL1 Comdty
2005-11-17,56.34,CL1 Comdty
2005-11-18,56.14,CL1 Comdty
2005-11-21,57.7,CL1 Comdty
2005-11-22,58.84,CL1 Comdty
2005-11-23,58.71,CL1 Comdty
2005-11-28,57.36,CL1 Comdty
2005-11-29,56.5,CL1 Comdty
2005-11-30,57.32,CL1 Comdty
2005-12-01,58.47,CL1 Comdty
2005-12-02,59.32,CL1 Comdty
2005-12-05,59.91,CL1 Comdty
2005-12-06,59.94,CL1 Comdty
2005-12-07,59.21,CL1 Comdty
2005-12-08,60.66,CL1 Comdty
2005-12-09,59.39,CL1 Comdty
2005-12-12,61.3,CL1 Comdty
2005-12-13,61.37,CL1 Comdty
2005-12-14,60.85,CL1 Comdty
2005-12-15,59.99,CL1 Comdty
2005-12-16,58.06,CL1 Comdty
2005-12-19,57.34,CL1 Comdty
2005-12-20,57.98,CL1 Comdty
2005-12-21,58.56,CL1 Comdty
2005-12-22,58.28,CL1 Comdty
2005-12-23,58.43,CL1 Comdty
2005-12-27,58.16,CL1 Comdty
2005-12-28,59.82,CL1 Comdty
2005-12-29,60.32,CL1 Comdty
2005-12-30,61.04,CL1 Comdty
2006-01-03,63.14,CL1 Comdty
2006-01-04,63.42,CL1 Comdty
2006-01-05,62.79,CL1 Comdty
2006-01-06,64.21,CL1 Comdty
2006-01-09,63.5,CL1 Comdty
2006-01-10,63.37,CL1 Comdty
2006-01-11,63.94,CL1 Comdty
2006-01-12,63.94,CL1 Comdty
2006-01-13,63.92,CL1 Comdty
2006-01-17,66.31,CL1 Comdty
2006-01-18,65.73,CL1 Comdty
2006-01-19,66.83,CL1 Comdty
2006-01-20,68.35,CL1 Comdty
2006-01-23,68.1,CL1 Comdty
2006-01-24,67.06,CL1 Comdty
2006-01-25,65.85,CL1 Comdty
2006-01-26,66.26,CL1 Comdty
2006-01-27,67.76,CL1 Comdty
2006-01-30,68.35,CL1 Comdty
2006-01-31,67.92,CL1 Comdty
2006-02-01,66.56,CL1 Comdty
2006-02-02,64.68,CL1 Comdty
2006-02-03,65.37,CL1 Comdty
2006-02-06,65.11,CL1 Comdty
2006-02-07,63.09,CL1 Comdty
2006-02-08,62.55,CL1 Comdty
2006-02-09,62.62,CL1 Comdty
2006-02-10,61.84,CL1 Comdty
2006-02-13,61.24,CL1 Comdty
2006-02-14,59.57,CL1 Comdty
2006-02-15,57.65,CL1 Comdty
2006-02-16,58.46,CL1 Comdty
2006-02-17,59.88,CL1 Comdty
2006-02-21,61.1,CL1 Comdty
2006-02-22,61.01,CL1 Comdty
2006-02-23,60.54,CL1 Comdty
2006-02-24,62.91,CL1 Comdty
2006-02-27,61,CL1 Comdty
2006-02-28,61.41,CL1 Comdty
2006-03-01,61.97,CL1 Comdty
2006-03-02,63.36,CL1 Comdty
2006-03-03,63.67,CL1 Comdty
2006-03-06,62.41,CL1 Comdty
2006-03-07,61.58,CL1 Comdty
2006-03-08,60.02,CL1 Comdty
2006-03-09,60.47,CL1 Comdty
2006-03-10,59.96,CL1 Comdty
2006-03-13,61.77,CL1 Comdty
2006-03-14,63.1,CL1 Comdty
2006-03-15,62.17,CL1 Comdty
2006-03-16,63.58,CL1 Comdty
2006-03-17,62.77,CL1 Comdty
2006-03-20,60.42,CL1 Comdty
2006-03-21,60.57,CL1 Comdty
2006-03-22,61.77,CL1 Comdty
2006-03-23,63.91,CL1 Comdty
2006-03-24,64.26,CL1 Comdty
2006-03-27,64.16,CL1 Comdty
2006-03-28,66.07,CL1 Comdty
2006-03-29,66.45,CL1 Comdty
2006-03-30,67.15,CL1 Comdty
2006-03-31,66.63,CL1 Comdty
2006-04-03,66.74,CL1 Comdty
2006-04-04,66.23,CL1 Comdty
2006-04-05,67.07,CL1 Comdty
2006-04-06,67.94,CL1 Comdty
2006-04-07,67.39,CL1 Comdty
2006-04-10,68.74,CL1 Comdty
2006-04-11,68.98,CL1 Comdty
2006-04-12,68.62,CL1 Comdty
2006-04-13,69.32,CL1 Comdty
2006-04-17,70.4,CL1 Comdty
2006-04-18,71.35,CL1 Comdty
2006-04-19,72.17,CL1 Comdty
2006-04-20,71.95,CL1 Comdty
2006-04-21,75.17,CL1 Comdty
2006-04-24,73.33,CL1 Comdty
2006-04-25,72.88,CL1 Comdty
2006-04-26,71.93,CL1 Comdty
2006-04-27,70.97,CL1 Comdty
2006-04-28,71.88,CL1 Comdty
2006-05-01,73.7,CL1 Comdty
2006-05-02,74.61,CL1 Comdty
2006-05-03,72.28,CL1 Comdty
2006-05-04,69.94,CL1 Comdty
2006-05-05,70.19,CL1 Comdty
2006-05-08,69.77,CL1 Comdty
2006-05-09,70.69,CL1 Comdty
2006-05-10,72.13,CL1 Comdty
2006-05-11,73.32,CL1 Comdty
2006-05-12,72.04,CL1 Comdty
2006-05-15,69.41,CL1 Comdty
2006-05-16,69.53,CL1 Comdty
2006-05-17,68.69,CL1 Comdty
2006-05-18,69.45,CL1 Comdty
2006-05-19,68.53,CL1 Comdty
2006-05-22,69.23,CL1 Comdty
2006-05-23,71.76,CL1 Comdty
2006-05-24,69.86,CL1 Comdty
2006-05-25,71.32,CL1 Comdty
2006-05-26,71.37,CL1 Comdty
2006-05-30,72.03,CL1 Comdty
2006-05-31,71.29,CL1 Comdty
2006-06-01,70.34,CL1 Comdty
2006-06-02,72.33,CL1 Comdty
2006-06-05,72.6,CL1 Comdty
2006-06-06,72.5,CL1 Comdty
2006-06-07,70.82,CL1 Comdty
2006-06-08,70.35,CL1 Comdty
2006-06-09,71.63,CL1 Comdty
2006-06-12,70.36,CL1 Comdty
2006-06-13,68.56,CL1 Comdty
2006-06-14,69.14,CL1 Comdty
2006-06-15,69.5,CL1 Comdty
2006-06-16,69.88,CL1 Comdty
2006-06-19,68.98,CL1 Comdty
2006-06-20,68.94,CL1 Comdty
2006-06-21,70.33,CL1 Comdty
2006-06-22,70.84,CL1 Comdty
2006-06-23,70.87,CL1 Comdty
2006-06-26,71.8,CL1 Comdty
2006-06-27,71.92,CL1 Comdty
2006-06-28,72.19,CL1 Comdty
2006-06-29,73.52,CL1 Comdty
2006-06-30,73.93,CL1 Comdty
2006-07-03,73.93,CL1 Comdty
2006-07-05,75.19,CL1 Comdty
2006-07-06,75.14,CL1 Comdty
2006-07-07,74.09,CL1 Comdty
2006-07-10,73.61,CL1 Comdty
2006-07-11,74.16,CL1 Comdty
2006-07-12,74.95,CL1 Comdty
2006-07-13,76.7,CL1 Comdty
2006-07-14,77.03,CL1 Comdty
2006-07-17,75.3,CL1 Comdty
2006-07-18,73.54,CL1 Comdty
2006-07-19,72.66,CL1 Comdty
2006-07-20,73.08,CL1 Comdty
2006-07-21,74.43,CL1 Comdty
2006-07-24,75.05,CL1 Comdty
2006-07-25,73.75,CL1 Comdty
2006-07-26,73.94,CL1 Comdty
2006-07-27,74.54,CL1 Comdty
2006-07-28,73.24,CL1 Comdty
2006-07-31,74.4,CL1 Comdty
2006-08-01,74.91,CL1 Comdty
2006-08-02,75.81,CL1 Comdty
2006-08-03,75.46,CL1 Comdty
2006-08-04,74.76,CL1 Comdty
2006-08-07,76.98,CL1 Comdty
2006-08-08,76.31,CL1 Comdty
2006-08-09,76.35,CL1 Comdty
2006-08-10,74,CL1 Comdty
2006-08-11,74.35,CL1 Comdty
2006-08-14,73.53,CL1 Comdty
2006-08-15,73.05,CL1 Comdty
2006-08-16,71.89,CL1 Comdty
2006-08-17,70.06,CL1 Comdty
2006-08-18,71.14,CL1 Comdty
2006-08-21,72.45,CL1 Comdty
2006-08-22,72.63,CL1 Comdty
2006-08-23,71.76,CL1 Comdty
2006-08-24,72.36,CL1 Comdty
2006-08-25,72.51,CL1 Comdty
2006-08-28,70.61,CL1 Comdty
2006-08-29,69.71,CL1 Comdty
2006-08-30,70.03,CL1 Comdty
2006-08-31,70.26,CL1 Comdty
2006-09-01,69.19,CL1 Comdty
2006-09-05,68.6,CL1 Comdty
2006-09-06,67.5,CL1 Comdty
2006-09-07,67.32,CL1 Comdty
2006-09-08,66.25,CL1 Comdty
2006-09-11,65.61,CL1 Comdty
2006-09-12,63.76,CL1 Comdty
2006-09-13,63.97,CL1 Comdty
2006-09-14,63.22,CL1 Comdty
2006-09-15,63.33,CL1 Comdty
2006-09-18,63.8,CL1 Comdty
2006-09-19,61.66,CL1 Comdty
2006-09-20,60.46,CL1 Comdty
2006-09-21,61.59,CL1 Comdty
2006-09-22,60.55,CL1 Comdty
2006-09-25,61.45,CL1 Comdty
2006-09-26,61.01,CL1 Comdty
2006-09-27,62.96,CL1 Comdty
2006-09-28,62.76,CL1 Comdty
2006-09-29,62.91,CL1 Comdty
2006-10-02,61.03,CL1 Comdty
2006-10-03,58.68,CL1 Comdty
2006-10-04,59.41,CL1 Comdty
2006-10-05,60.03,CL1 Comdty
2006-10-06,59.76,CL1 Comdty
2006-10-09,59.96,CL1 Comdty
2006-10-10,58.52,CL1 Comdty
2006-10-11,57.59,CL1 Comdty
2006-10-12,57.86,CL1 Comdty
2006-10-13,58.57,CL1 Comdty
2006-10-16,59.94,CL1 Comdty
2006-10-17,58.93,CL1 Comdty
2006-10-18,57.65,CL1 Comdty
2006-10-19,58.5,CL1 Comdty
2006-10-20,56.82,CL1 Comdty
2006-10-23,58.81,CL1 Comdty
2006-10-24,59.35,CL1 Comdty
2006-10-25,61.4,CL1 Comdty
2006-10-26,60.36,CL1 Comdty
2006-10-27,60.75,CL1 Comdty
2006-10-30,58.36,CL1 Comdty
2006-10-31,58.73,CL1 Comdty
2006-11-01,58.71,CL1 Comdty
2006-11-02,57.88,CL1 Comdty
2006-11-03,59.14,CL1 Comdty
2006-11-06,60.02,CL1 Comdty
2006-11-07,58.93,CL1 Comdty
2006-11-08,59.83,CL1 Comdty
2006-11-09,61.16,CL1 Comdty
2006-11-10,59.59,CL1 Comdty
2006-11-13,58.58,CL1 Comdty
2006-11-14,58.28,CL1 Comdty
2006-11-15,58.76,CL1 Comdty
2006-11-16,56.26,CL1 Comdty
2006-11-17,55.81,CL1 Comdty
2006-11-20,58.8,CL1 Comdty
2006-11-21,60.17,CL1 Comdty
2006-11-22,59.24,CL1 Comdty
2006-11-24,59.24,CL1 Comdty
2006-11-27,60.32,CL1 Comdty
2006-11-28,60.99,CL1 Comdty
2006-11-29,62.46,CL1 Comdty
2006-11-30,63.13,CL1 Comdty
2006-12-01,63.43,CL1 Comdty
2006-12-04,62.44,CL1 Comdty
2006-12-05,62.43,CL1 Comdty
2006-12-06,62.19,CL1 Comdty
2006-12-07,62.49,CL1 Comdty
2006-12-08,62.03,CL1 Comdty
2006-12-11,61.22,CL1 Comdty
2006-12-12,61.02,CL1 Comdty
2006-12-13,61.37,CL1 Comdty
2006-12-14,62.51,CL1 Comdty
2006-12-15,63.43,CL1 Comdty
2006-12-18,62.21,CL1 Comdty
2006-12-19,63.15,CL1 Comdty
2006-12-20,63.72,CL1 Comdty
2006-12-21,62.66,CL1 Comdty
2006-12-22,62.41,CL1 Comdty
2006-12-26,61.1,CL1 Comdty
2006-12-27,60.34,CL1 Comdty
2006-12-28,60.53,CL1 Comdty
2006-12-29,61.05,CL1 Comdty
2007-01-02,61.05,CL1 Comdty
2007-01-03,58.32,CL1 Comdty
2007-01-04,55.59,CL1 Comdty
2007-01-05,56.31,CL1 Comdty
2007-01-08,56.09,CL1 Comdty
2007-01-09,55.64,CL1 Comdty
2007-01-10,54.02,CL1 Comdty
2007-01-11,51.88,CL1 Comdty
2007-01-12,52.99,CL1 Comdty
2007-01-16,51.21,CL1 Comdty
2007-01-17,52.24,CL1 Comdty
2007-01-18,50.48,CL1 Comdty
2007-01-19,51.99,CL1 Comdty
2007-01-22,51.13,CL1 Comdty
2007-01-23,55.04,CL1 Comdty
2007-01-24,55.37,CL1 Comdty
2007-01-25,54.23,CL1 Comdty
2007-01-26,55.42,CL1 Comdty
2007-01-29,54.01,CL1 Comdty
2007-01-30,56.97,CL1 Comdty
2007-01-31,58.14,CL1 Comdty
2007-02-01,57.3,CL1 Comdty
2007-02-02,59.02,CL1 Comdty
2007-02-05,58.74,CL1 Comdty
2007-02-06,58.88,CL1 Comdty
2007-02-07,57.71,CL1 Comdty
2007-02-08,59.71,CL1 Comdty
2007-02-09,59.89,CL1 Comdty
2007-02-12,57.81,CL1 Comdty
2007-02-13,59.06,CL1 Comdty
2007-02-14,58,CL1 Comdty
2007-02-15,57.99,CL1 Comdty
2007-02-16,59.39,CL1 Comdty
2007-02-20,58.07,CL1 Comdty
2007-02-21,60.07,CL1 Comdty
2007-02-22,60.95,CL1 Comdty
2007-02-23,61.14,CL1 Comdty
2007-02-26,61.39,CL1 Comdty
2007-02-27,61.46,CL1 Comdty
2007-02-28,61.79,CL1 Comdty
2007-03-01,62,CL1 Comdty
2007-03-02,61.64,CL1 Comdty
2007-03-05,60.07,CL1 Comdty
2007-03-06,60.69,CL1 Comdty
2007-03-07,61.82,CL1 Comdty
2007-03-08,61.64,CL1 Comdty
2007-03-09,60.05,CL1 Comdty
2007-03-12,58.91,CL1 Comdty
2007-03-13,57.93,CL1 Comdty
2007-03-14,58.16,CL1 Comdty
2007-03-15,57.55,CL1 Comdty
2007-03-16,57.11,CL1 Comdty
2007-03-19,56.59,CL1 Comdty
2007-03-20,56.73,CL1 Comdty
2007-03-21,59.61,CL1 Comdty
2007-03-22,61.69,CL1 Comdty
2007-03-23,62.28,CL1 Comdty
2007-03-26,62.91,CL1 Comdty
2007-03-27,62.93,CL1 Comdty
2007-03-28,64.08,CL1 Comdty
2007-03-29,66.03,CL1 Comdty
2007-03-30,65.87,CL1 Comdty
2007-04-02,65.94,CL1 Comdty
2007-04-03,64.64,CL1 Comdty
2007-04-04,64.38,CL1 Comdty
2007-04-05,64.28,CL1 Comdty
2007-04-09,61.51,CL1 Comdty
2007-04-10,61.89,CL1 Comdty
2007-04-11,62.01,CL1 Comdty
2007-04-12,63.85,CL1 Comdty
2007-04-13,63.63,CL1 Comdty
2007-04-16,63.61,CL1 Comdty
2007-04-17,63.1,CL1 Comdty
2007-04-18,63.13,CL1 Comdty
2007-04-19,61.83,CL1 Comdty
2007-04-20,63.38,CL1 Comdty
2007-04-23,65.89,CL1 Comdty
2007-04-24,64.58,CL1 Comdty
2007-04-25,65.84,CL1 Comdty
2007-04-26,65.06,CL1 Comdty
2007-04-27,66.46,CL1 Comdty
2007-04-30,65.71,CL1 Comdty
2007-05-01,64.4,CL1 Comdty
2007-05-02,63.68,CL1 Comdty
2007-05-03,63.19,CL1 Comdty
2007-05-04,61.93,CL1 Comdty
2007-05-07,61.47,CL1 Comdty
2007-05-08,62.26,CL1 Comdty
2007-05-09,61.55,CL1 Comdty
2007-05-10,61.81,CL1 Comdty
2007-05-11,62.37,CL1 Comdty
2007-05-14,62.46,CL1 Comdty
2007-05-15,63.17,CL1 Comdty
2007-05-16,62.55,CL1 Comdty
2007-05-17,64.86,CL1 Comdty
2007-05-18,64.94,CL1 Comdty
2007-05-21,66.27,CL1 Comdty
2007-05-22,64.97,CL1 Comdty
2007-05-23,65.77,CL1 Comdty
2007-05-24,64.18,CL1 Comdty
2007-05-25,65.2,CL1 Comdty
2007-05-29,63.15,CL1 Comdty
2007-05-30,63.49,CL1 Comdty
2007-05-31,64.01,CL1 Comdty
2007-06-01,65.08,CL1 Comdty
2007-06-04,66.21,CL1 Comdty
2007-06-05,65.61,CL1 Comdty
2007-06-06,65.96,CL1 Comdty
2007-06-07,66.93,CL1 Comdty
2007-06-08,64.76,CL1 Comdty
2007-06-11,65.97,CL1 Comdty
2007-06-12,65.35,CL1 Comdty
2007-06-13,66.26,CL1 Comdty
2007-06-14,67.65,CL1 Comdty
2007-06-15,68,CL1 Comdty
2007-06-18,69.09,CL1 Comdty
2007-06-19,69.1,CL1 Comdty
2007-06-20,68.19,CL1 Comdty
2007-06-21,68.65,CL1 Comdty
2007-06-22,69.14,CL1 Comdty
2007-06-25,69.18,CL1 Comdty
2007-06-26,67.77,CL1 Comdty
2007-06-27,68.97,CL1 Comdty
2007-06-28,69.57,CL1 Comdty
2007-06-29,70.68,CL1 Comdty
2007-07-02,71.09,CL1 Comdty
2007-07-03,71.41,CL1 Comdty
2007-07-05,71.81,CL1 Comdty
2007-07-06,72.81,CL1 Comdty
2007-07-09,72.19,CL1 Comdty
2007-07-10,72.81,CL1 Comdty
2007-07-11,72.56,CL1 Comdty
2007-07-12,72.5,CL1 Comdty
2007-07-13,73.93,CL1 Comdty
2007-07-16,74.15,CL1 Comdty
2007-07-17,74.02,CL1 Comdty
2007-07-18,75.05,CL1 Comdty
2007-07-19,75.92,CL1 Comdty
2007-07-20,75.57,CL1 Comdty
2007-07-23,74.89,CL1 Comdty
2007-07-24,73.56,CL1 Comdty
2007-07-25,75.88,CL1 Comdty
2007-07-26,74.95,CL1 Comdty
2007-07-27,77.02,CL1 Comdty
2007-07-30,76.83,CL1 Comdty
2007-07-31,78.21,CL1 Comdty
2007-08-01,76.53,CL1 Comdty
